hasPeak.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	pathway_id	Pathway_Name	Gene_Found	Gene_Pathway	Percentage	pvalue	pvalueAdj	geneIds
FALSE	FALSE	FALSE	TRUE	01	03440	Homologous recombination	5	19	0.26	0.016657165696128	0.19231454940075	AN1237.2/AN3619.2/AN4407.2/AN4555.2/AN7325.2
FALSE	FALSE	FALSE	TRUE	01	00280	Valine, leucine and isoleucine degradation	8	39	0.21	0.0285364314265843	0.257490854472889	AN0385.2/AN1726.2/AN3639.2/AN4054.2/AN4687.2/AN4688.2/AN5957.2/AN8559.2
FALSE	FALSE	FALSE	TRUE	01	04070	Phosphatidylinositol signaling system	4	16	0.25	0.0298730184809778	0.257490854472889	AN0156.2/AN1136.2/AN3841.2/AN7745.2
FALSE	FALSE	FALSE	TRUE	01	04130	SNARE interactions in vesicular transport	3	11	0.27	0.0301994851865784	0.257490854472889	AN1229.2/AN1973.2/AN4551.2
FALSE	FALSE	FALSE	TRUE	01	00230	Purine metabolism	14	80	0.18	0.0304123056464042	0.257490854472889	AN0192.2/AN0752.2/AN0893.2/AN1521.2/AN1965.2/AN2235.2/AN2272.2/AN2415.2/AN2747.2/AN2867.2/AN7325.2/AN7439.2/AN8216.2/AN9125.2
FALSE	FALSE	FALSE	TRUE	01	01230	Biosynthesis of amino acids	20	127	0.16	0.0353057127300869	0.263880517570572	AN0385.2/AN0708.2/AN1135.2/AN1222.2/AN1446.2/AN1883.2/AN1965.2/AN2334.2/AN2440.2/AN3830.2/AN5701.2/AN5731.2/AN5820.2/AN5867.2/AN5957.2/AN6231.2/AN6536.2/AN7722.2/AN8041.2/AN8770.2
FALSE	FALSE	FALSE	TRUE	01	00515	Mannose type O-glycan biosynthesis	1	3	0.33	0.037400388317089	0.263880517570572	AN5105.2
FALSE	FALSE	FALSE	TRUE	01	00785	Lipoic acid metabolism	1	3	0.33	0.037400388317089	0.263880517570572	AN5732.2
FALSE	FALSE	FALSE	TRUE	01	00760	Nicotinate and nicotinamide metabolism	4	18	0.22	0.0481863470717001	0.311984240919892	AN1745.2/AN4075.2/AN8203.2/AN8204.2
FALSE	FALSE	FALSE	TRUE	01	03030	DNA replication	6	30	0.2	0.0491313765228176	0.311984240919892	AN2491.2/AN2764.2/AN6300.2/AN7325.2/AN7439.2/AN7994.2
FALSE	FALSE	TRUE	FALSE	02	03410	Base excision repair	1	18	0.06	0.00195992793416024	0.0941017154492652	AN3129.2
FALSE	FALSE	TRUE	FALSE	02	03020	RNA polymerase	1	20	0.05	0.00241980067915228	0.0941017154492652	AN9120.2
FALSE	FALSE	TRUE	FALSE	02	03018	RNA degradation	1	43	0.02	0.0107638237273922	0.0941017154492652	AN1119.2
FALSE	FALSE	TRUE	FALSE	02	00270	Cysteine and methionine metabolism	1	46	0.02	0.0122322116073751	0.0941017154492652	AN3378.2
FALSE	FALSE	TRUE	FALSE	02	00520	Amino sugar and nucleotide sugar metabolism	1	55	0.02	0.017107912963227	0.0947980412953678	AN4367.2
FALSE	FALSE	TRUE	FALSE	02	00240	Pyrimidine metabolism	1	58	0.02	0.0188825875375744	0.0947980412953678	AN9120.2
FALSE	FALSE	TRUE	FALSE	02	00970	Aminoacyl-tRNA biosynthesis	1	63	0.02	0.021997439819259	0.0983738299203521	AN0428.2
FALSE	FALSE	TRUE	FALSE	02	03008	Ribosome biogenesis in eukaryotes	1	64	0.02	0.0226432796864964	0.0983738299203521	AN8253.2
FALSE	FALSE	TRUE	FALSE	02	00230	Purine metabolism	1	80	0.01	0.0339404930244776	0.103740738007179	AN9120.2
FALSE	FALSE	TRUE	FALSE	02	03040	Spliceosome	1	80	0.01	0.0339404930244776	0.103740738007179	AN1119.2
FALSE	FALSE	TRUE	FALSE	02	00190	Oxidative phosphorylation	1	84	0.01	0.0370287447011514	0.103740738007179	AN2306.2
FALSE	FALSE	TRUE	TRUE	03	00311	Penicillin and cephalosporin biosynthesis	2	5	0.4	1.22609350523869e-05	0.00155713875165314	AN2621.2/AN2622.2
FALSE	FALSE	TRUE	TRUE	03	00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	2	15	0.13	0.000510936089122183	0.0324444416592586	AN0636.2/AN6589.2
FALSE	FALSE	TRUE	TRUE	03	00460	Cyanoamino acid metabolism	2	25	0.08	0.0023675123547429	0.0834599745174318	AN1804.2/AN3903.2
FALSE	FALSE	TRUE	TRUE	03	01100	Metabolic pathways	13	904	0.01	0.00267471419668726	0.0834599745174318	AN0636.2/AN0851.2/AN1804.2/AN2359.2/AN2621.2/AN2622.2/AN3466.2/AN3467.2/AN3634.2/AN3903.2/AN6589.2/AN7000.2/AN7684.2
FALSE	FALSE	TRUE	TRUE	03	00020	Citrate cycle (TCA cycle)	2	28	0.07	0.00328582576840283	0.0834599745174318	AN3466.2/AN7000.2
FALSE	FALSE	TRUE	TRUE	03	04130	SNARE interactions in vesicular transport	1	11	0.09	0.0062178350337768	0.131610841548276	AN2048.2
FALSE	FALSE	TRUE	TRUE	03	00640	Propanoate metabolism	1	21	0.05	0.0219780913797788	0.17663009700597	AN7000.2
FALSE	FALSE	TRUE	TRUE	03	00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1	22	0.05	0.0239914997129278	0.17663009700597	AN3634.2
FALSE	FALSE	TRUE	TRUE	03	00500	Starch and sucrose metabolism	2	63	0.03	0.0295999874302957	0.17663009700597	AN1804.2/AN3903.2
FALSE	FALSE	TRUE	TRUE	03	00100	Steroid biosynthesis	1	25	0.04	0.0304521841998759	0.17663009700597	AN0851.2
FALSE	FALSE	TRUE	TRUE	03	00310	Lysine degradation	1	25	0.04	0.0304521841998759	0.17663009700597	AN3466.2
FALSE	FALSE	TRUE	TRUE	03	00480	Glutathione metabolism	1	26	0.04	0.0327396220835618	0.17663009700597	AN6158.2
FALSE	FALSE	TRUE	TRUE	03	01130	Biosynthesis of antibiotics	5	270	0.02	0.0438679053708759	0.183645386701531	AN2621.2/AN2622.2/AN3466.2/AN3634.2/AN7000.2
FALSE	FALSE	TRUE	TRUE	03	01110	Biosynthesis of secondary metabolites	6	358	0.02	0.0448268266751769	0.183645386701531	AN0851.2/AN1804.2/AN3466.2/AN3634.2/AN3903.2/AN7000.2
FALSE	TRUE	FALSE	FALSE	04	04139	Mitophagy - yeast	3	31	0.1	0.00192647139073394	0.24466186662321	AN0040.2/AN0821.2/AN8874.2
FALSE	TRUE	FALSE	FALSE	04	03013	RNA transport	4	81	0.05	0.0120095740734775	0.286431679213377	AN1190.2/AN1191.2/AN4000.2/AN4631.2
FALSE	TRUE	FALSE	FALSE	04	04144	Endocytosis	3	64	0.05	0.0242611481225729	0.286431679213377	AN0255.2/AN3003.2/AN4951.2
FALSE	TRUE	FALSE	FALSE	04	03420	Nucleotide excision repair	2	36	0.06	0.0248433048262611	0.286431679213377	AN0138.2/AN8713.2
FALSE	TRUE	FALSE	FALSE	04	00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1	15	0.07	0.0285614795514479	0.286431679213377	AN6496.2
FALSE	TRUE	FALSE	FALSE	04	04141	Protein processing in endoplasmic reticulum	3	71	0.04	0.0336397606074506	0.286431679213377	AN0551.2/AN1019.2/AN6136.2
FALSE	TRUE	FALSE	FALSE	04	03018	RNA degradation	2	43	0.05	0.0391070523355081	0.286431679213377	AN4000.2/AN6089.2
FALSE	TRUE	FALSE	FALSE	04	00790	Folate biosynthesis	1	19	0.05	0.044313385756083	0.286431679213377	AN3840.2
FALSE	TRUE	FALSE	FALSE	04	00920	Sulfur metabolism	1	19	0.05	0.044313385756083	0.286431679213377	AN2229.2
FALSE	TRUE	FALSE	FALSE	04	03015	mRNA surveillance pathway	2	46	0.04	0.0462273210699458	0.286431679213377	AN4000.2/AN8853.2
FALSE	TRUE	FALSE	FALSE	04	03020	RNA polymerase	1	20	0.05	0.0486469643478246	0.286431679213377	AN8272.2
FALSE	TRUE	FALSE	TRUE	05	00904	Diterpenoid biosynthesis	1	1	1	0	0	AN1598.2
FALSE	TRUE	FALSE	TRUE	05	01100	Metabolic pathways	56	904	0.06	0.00137953029104776	0.0725461210849751	AN0104.2/AN0240.2/AN0271.2/AN0357.2/AN0451.2/AN0687.2/AN0809.2/AN0827.2/AN0912.2/AN1193.2/AN1226.2/AN1246.2/AN1376.2/AN1523.2/AN1598.2/AN2464.2/AN2653.2/AN2666.2/AN2723.2/AN2896.2/AN2981.2/AN3033.2/AN3058.2/AN3459.2/AN3837.2/AN3866.2/AN3879.2/AN3954.2/AN4269.2/AN4303.2/AN4430.2/AN4464.2/AN4525.2/AN4690.2/AN4830.2/AN4864.2/AN5162.2/AN5206.2/AN5613.2/AN5698.2/AN5790.2/AN5916.2/AN5952.2/AN5959.2/AN5984.2/AN6168.2/AN6211.2/AN6506.2/AN6521.2/AN6576.2/AN7108.2/AN7603.2/AN8275.2/AN8396.2/AN8709.2/AN8861.2
FALSE	TRUE	FALSE	TRUE	05	01200	Carbon metabolism	14	111	0.13	0.00226699835061605	0.0725461210849751	AN0240.2/AN1193.2/AN1246.2/AN2981.2/AN3058.2/AN3866.2/AN3954.2/AN5162.2/AN5790.2/AN5916.2/AN6168.2/AN7108.2/AN8275.2/AN8709.2
FALSE	TRUE	FALSE	TRUE	05	00660	C5-Branched dibasic acid metabolism	2	5	0.4	0.00228491719952677	0.0725461210849751	AN0912.2/AN4430.2
FALSE	TRUE	FALSE	TRUE	05	01210	2-Oxocarboxylic acid metabolism	7	43	0.16	0.00425866912687293	0.0817785911422461	AN0912.2/AN4430.2/AN5206.2/AN5790.2/AN6521.2/AN8275.2/AN8709.2
FALSE	TRUE	FALSE	TRUE	05	00592	alpha-Linolenic acid metabolism	2	6	0.33	0.00435182817661617	0.0817785911422461	AN5698.2/AN6211.2
FALSE	TRUE	FALSE	TRUE	05	00480	Glutathione metabolism	5	26	0.19	0.00450748140154112	0.0817785911422461	AN0687.2/AN2981.2/AN3255.2/AN3459.2/AN3954.2
FALSE	TRUE	FALSE	TRUE	05	00232	Caffeine metabolism	1	3	0.33	0.0115442618241692	0.162902361296609	AN5613.2
FALSE	TRUE	FALSE	TRUE	05	00440	Phosphonate and phosphinate metabolism	1	3	0.33	0.0115442618241692	0.162902361296609	AN4303.2
FALSE	TRUE	FALSE	TRUE	05	03060	Protein export	3	17	0.18	0.0190617028852618	0.201587984559156	AN0417.2/AN0643.2/AN0834.2
FALSE	TRUE	FALSE	TRUE	05	00030	Pentose phosphate pathway	4	26	0.15	0.020658465627302	0.201587984559156	AN0240.2/AN2981.2/AN3954.2/AN7995.2
FALSE	TRUE	FALSE	TRUE	05	00590	Arachidonic acid metabolism	1	4	0.25	0.0221078852891749	0.201587984559156	AN6211.2
FALSE	TRUE	FALSE	TRUE	05	00591	Linoleic acid metabolism	1	4	0.25	0.0221078852891749	0.201587984559156	AN6211.2
FALSE	TRUE	FALSE	TRUE	05	04145	Phagosome	5	36	0.14	0.0222222975104582	0.201587984559156	AN0118.2/AN0316.2/AN0417.2/AN6542.2/AN7603.2
FALSE	TRUE	FALSE	TRUE	05	01130	Biosynthesis of antibiotics	22	270	0.08	0.0267475621939165	0.207303849540498	AN0240.2/AN0451.2/AN1193.2/AN1246.2/AN2981.2/AN3058.2/AN3866.2/AN3954.2/AN4430.2/AN4464.2/AN5162.2/AN5206.2/AN5698.2/AN5790.2/AN5916.2/AN5959.2/AN5984.2/AN6506.2/AN6521.2/AN7108.2/AN8275.2/AN8709.2
FALSE	TRUE	FALSE	TRUE	05	00020	Citrate cycle (TCA cycle)	4	28	0.14	0.027802473270844	0.207303849540498	AN1193.2/AN5162.2/AN5790.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	05	03010	Ribosome	10	96	0.1	0.029219556315426	0.207303849540498	AN0465.2/AN0843.2/AN1095.2/AN4872.2/AN5719.2/AN5960.2/AN6082.2/AN6202.2/AN7003.2/AN8870.2
FALSE	TRUE	FALSE	TRUE	05	04136	Autophagy - other	3	20	0.15	0.0333464306514329	0.207303849540498	AN0576.2/AN1335.2/AN5491.2
FALSE	TRUE	FALSE	TRUE	05	03030	DNA replication	4	30	0.13	0.0363325123989862	0.207303849540498	AN3033.2/AN5114.2/AN6517.2/AN7423.2
FALSE	TRUE	FALSE	TRUE	05	04138	Autophagy - yeast	7	63	0.11	0.0377690274055971	0.207303849540498	AN0576.2/AN1335.2/AN2246.2/AN5491.2/AN6305.2/AN6360.2/AN7591.2
FALSE	TRUE	FALSE	TRUE	05	01230	Biosynthesis of amino acids	12	127	0.09	0.0383585143547161	0.207303849540498	AN0240.2/AN0912.2/AN1246.2/AN2723.2/AN3058.2/AN3866.2/AN4430.2/AN5206.2/AN5790.2/AN6521.2/AN8275.2/AN8709.2
FALSE	TRUE	FALSE	TRUE	05	00290	Valine, leucine and isoleucine biosynthesis	3	21	0.14	0.0391755306218264	0.207303849540498	AN0912.2/AN3866.2/AN4430.2
FALSE	TRUE	FALSE	TRUE	05	00640	Propanoate metabolism	3	21	0.14	0.0391755306218264	0.207303849540498	AN1193.2/AN5916.2/AN6639.2
FALSE	TRUE	FALSE	TRUE	05	03430	Mismatch repair	3	21	0.14	0.0391755306218264	0.207303849540498	AN5006.2/AN6517.2/AN7423.2
FALSE	TRUE	FALSE	TRUE	05	00300	Lysine biosynthesis	2	13	0.15	0.044440603793225	0.217075256989984	AN5206.2/AN6521.2
FALSE	TRUE	FALSE	TRUE	05	00670	One carbon pool by folate	2	13	0.15	0.044440603793225	0.217075256989984	AN3058.2/AN4464.2
FALSE	TRUE	TRUE	TRUE	07	03013	RNA transport	3	81	0.04	0.00195801185911779	0.0977687111992784	AN0134.2/AN1486.2/AN8191.2
FALSE	TRUE	TRUE	TRUE	07	04120	Ubiquitin mediated proteolysis	2	50	0.04	0.00478865954127607	0.0977687111992784	AN2761.2/AN2861.2
FALSE	TRUE	TRUE	TRUE	07	00061	Fatty acid biosynthesis	1	15	0.07	0.00493998324426837	0.0977687111992784	AN9407.2
FALSE	TRUE	TRUE	TRUE	07	04070	Phosphatidylinositol signaling system	1	16	0.06	0.00561662244032045	0.0977687111992784	AN2766.2
FALSE	TRUE	TRUE	TRUE	07	04011	MAPK signaling pathway - yeast	2	61	0.03	0.00826303570355922	0.0977687111992784	AN0134.2/AN2766.2
FALSE	TRUE	TRUE	TRUE	07	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.00871167863841674	0.0977687111992784	AN3817.2
FALSE	TRUE	TRUE	TRUE	07	03008	Ribosome biogenesis in eukaryotes	2	64	0.03	0.00940579827245701	0.0977687111992784	AN0247.2/AN1486.2
FALSE	TRUE	TRUE	TRUE	07	04144	Endocytosis	2	64	0.03	0.00940579827245701	0.0977687111992784	AN2766.2/AN3696.2
FALSE	TRUE	TRUE	TRUE	07	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.00957936792621454	0.0977687111992784	AN0840.2
FALSE	TRUE	TRUE	TRUE	07	04111	Cell cycle - yeast	2	73	0.03	0.013351549263556	0.0977687111992784	AN0134.2/AN9424.2
FALSE	TRUE	TRUE	TRUE	07	00562	Inositol phosphate metabolism	1	26	0.04	0.0144504673354704	0.0977687111992784	AN2766.2
FALSE	TRUE	TRUE	TRUE	07	04139	Mitophagy - yeast	1	31	0.03	0.0201553171203417	0.115646682782315	AN2766.2
FALSE	TRUE	TRUE	TRUE	07	01212	Fatty acid metabolism	1	36	0.03	0.0266239410314366	0.122875234694384	AN9407.2
FALSE	TRUE	TRUE	TRUE	07	00620	Pyruvate metabolism	1	40	0.02	0.0323045240835712	0.129959846999021	AN0840.2
FALSE	TRUE	TRUE	TRUE	07	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0368390117477539	0.129959846999021	AN0840.2
FALSE	TRUE	TRUE	TRUE	07	03018	RNA degradation	1	43	0.02	0.0368390117477539	0.129959846999021	AN5001.2
TRUE	FALSE	FALSE	FALSE	08	01100	Metabolic pathways	9	904	0.01	0.00025416522569691	0.0192488919788775	AN0913.2/AN2910.2/AN3309.2/AN4770.2/AN5214.2/AN5435.2/AN5444.2/AN7358.2/AN7396.2
TRUE	FALSE	FALSE	FALSE	08	00500	Starch and sucrose metabolism	3	63	0.05	0.000303132157147677	0.0192488919788775	AN3309.2/AN5214.2/AN7396.2
TRUE	FALSE	FALSE	FALSE	08	00053	Ascorbate and aldarate metabolism	1	8	0.12	0.00086369552259198	0.0365631104563938	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	04070	Phosphatidylinositol signaling system	1	16	0.06	0.00357887773420004	0.0675990575513826	AN0913.2
TRUE	FALSE	FALSE	FALSE	08	00340	Histidine metabolism	1	19	0.05	0.00503616538152507	0.0675990575513826	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00920	Sulfur metabolism	1	19	0.05	0.00503616538152507	0.0675990575513826	AN4770.2
TRUE	FALSE	FALSE	FALSE	08	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.00613324338802454	0.0675990575513826	AN7358.2
TRUE	FALSE	FALSE	FALSE	08	00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1	22	0.05	0.00671844635888766	0.0675990575513826	AN5444.2
TRUE	FALSE	FALSE	FALSE	08	00770	Pantothenate and CoA biosynthesis	1	23	0.04	0.0073276547487752	0.0675990575513826	AN7358.2
TRUE	FALSE	FALSE	FALSE	08	00310	Lysine degradation	1	25	0.04	0.00861679648206963	0.0675990575513826	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00460	Cyanoamino acid metabolism	1	25	0.04	0.00861679648206963	0.0675990575513826	AN7396.2
TRUE	FALSE	FALSE	FALSE	08	00071	Fatty acid degradation	1	26	0.04	0.00929609254707004	0.0675990575513826	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00562	Inositol phosphate metabolism	1	26	0.04	0.00929609254707004	0.0675990575513826	AN0913.2
TRUE	FALSE	FALSE	FALSE	08	00410	beta-Alanine metabolism	1	27	0.04	0.00999811940882966	0.0675990575513826	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00561	Glycerolipid metabolism	1	33	0.03	0.0146704687471043	0.0784087193407617	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00280	Valine, leucine and isoleucine degradation	1	39	0.03	0.0200856274306137	0.0784087193407617	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00620	Pyruvate metabolism	1	40	0.02	0.0210560528223422	0.0784087193407617	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00380	Tryptophan metabolism	1	41	0.02	0.0220451462165077	0.0784087193407617	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	01110	Biosynthesis of secondary metabolites	4	358	0.01	0.0232357609659729	0.0784087193407617	AN5435.2/AN5444.2/AN7358.2/AN7396.2
TRUE	FALSE	FALSE	FALSE	08	00330	Arginine and proline metabolism	1	43	0.02	0.0240782681440134	0.0784087193407617	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	00564	Glycerophospholipid metabolism	1	43	0.02	0.0240782681440134	0.0784087193407617	AN0913.2
TRUE	FALSE	FALSE	FALSE	08	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0240782681440134	0.0784087193407617	AN7358.2
TRUE	FALSE	FALSE	FALSE	08	00010	Glycolysis / Gluconeogenesis	1	46	0.02	0.0272613539974376	0.0831690548631722	AN5435.2
TRUE	FALSE	FALSE	FALSE	08	01230	Biosynthesis of amino acids	2	127	0.02	0.0292913444657274	0.0831690548631722	AN5444.2/AN7358.2
TRUE	FALSE	FALSE	FALSE	08	00260	Glycine, serine and threonine metabolism	1	48	0.02	0.0294693501483681	0.0831690548631722	AN5444.2
TRUE	FALSE	FALSE	FALSE	08	01130	Biosynthesis of antibiotics	3	270	0.01	0.04229625892944	0.10532597811841	AN5435.2/AN5444.2/AN7358.2
TRUE	FALSE	FALSE	FALSE	08	04138	Autophagy - yeast	1	63	0.02	0.048014729307052	0.10889054682135	AN4238.2
TRUE	FALSE	FALSE	TRUE	09	04111	Cell cycle - yeast	4	73	0.05	0.0054769059740807	0.242172313732631	AN2439.2/AN3710.2/AN5057.2/AN6217.2
TRUE	FALSE	FALSE	TRUE	09	03008	Ribosome biogenesis in eukaryotes	3	64	0.05	0.0182330456271566	0.242172313732631	AN1401.2/AN5865.2/AN6334.2
TRUE	FALSE	FALSE	TRUE	09	00730	Thiamine metabolism	1	14	0.07	0.0213537633228614	0.242172313732631	AN3928.2
TRUE	FALSE	FALSE	TRUE	09	04070	Phosphatidylinositol signaling system	1	16	0.06	0.0275339669282613	0.242172313732631	AN8288.2
TRUE	FALSE	FALSE	TRUE	09	01210	2-Oxocarboxylic acid metabolism	2	43	0.05	0.0314301570342651	0.242172313732631	AN1003.2/AN4058.2
TRUE	FALSE	FALSE	TRUE	09	00910	Nitrogen metabolism	1	18	0.06	0.0343296858437258	0.242172313732631	AN7331.2
TRUE	FALSE	FALSE	TRUE	09	03410	Base excision repair	1	18	0.06	0.0343296858437258	0.242172313732631	AN6069.2
TRUE	FALSE	FALSE	TRUE	09	00790	Folate biosynthesis	1	19	0.05	0.0379431664752941	0.242172313732631	AN4384.2
TRUE	FALSE	FALSE	TRUE	09	03020	RNA polymerase	1	20	0.05	0.0416926226031605	0.242172313732631	AN3933.2
TRUE	FALSE	FALSE	TRUE	09	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.0455724263558713	0.242172313732631	AN4058.2
TRUE	FALSE	FALSE	TRUE	09	03430	Mismatch repair	1	21	0.05	0.0455724263558713	0.242172313732631	AN6069.2
TRUE	FALSE	FALSE	TRUE	09	04120	Ubiquitin mediated proteolysis	2	50	0.04	0.045825707309639	0.242172313732631	AN5593.2/AN6217.2
TRUE	FALSE	TRUE	FALSE	10	00061	Fatty acid biosynthesis	1	15	0.07	4.9703200886137e-05	0.0063123065125394	AN3380.2
TRUE	FALSE	TRUE	FALSE	10	00562	Inositol phosphate metabolism	1	26	0.04	0.000152209781609405	0.00966532113219723	AN4140.2
TRUE	FALSE	TRUE	FALSE	10	01212	Fatty acid metabolism	1	36	0.03	0.000292217821947507	0.0123705544624445	AN3380.2
TRUE	FALSE	TRUE	TRUE	11	00130	Ubiquinone and other terpenoid-quinone biosynthesis	3	10	0.3	3.22736616937624e-05	0.00409875503510783	AN1140.2/AN1999.2/AN4569.2
TRUE	FALSE	TRUE	TRUE	11	01100	Metabolic pathways	23	904	0.03	0.000563206220565962	0.0265505938937564	AN0034.2/AN0494.2/AN0567.2/AN0579.2/AN0667.2/AN1140.2/AN1923.2/AN1999.2/AN2446.2/AN2509.2/AN2858.2/AN2859.2/AN3569.2/AN3733.2/AN4372.2/AN4424.2/AN4569.2/AN4716.2/AN4923.2/AN5077.2/AN8657.2/AN8763.2/AN9116.2
TRUE	FALSE	TRUE	TRUE	11	00900	Terpenoid backbone biosynthesis	3	20	0.15	0.00062717938331708	0.0265505938937564	AN0579.2/AN3867.2/AN4923.2
TRUE	FALSE	TRUE	TRUE	11	00040	Pentose and glucuronate interconversions	3	36	0.08	0.00581862817283044	0.184741444487366	AN2858.2/AN2859.2/AN4372.2
TRUE	FALSE	TRUE	TRUE	11	00072	Synthesis and degradation of ketone bodies	1	7	0.14	0.00845985049981107	0.202722497151121	AN4923.2
TRUE	FALSE	TRUE	TRUE	11	00254	Aflatoxin biosynthesis	1	8	0.12	0.0111196952957839	0.202722497151121	AN7821.2
