chr	start	end	gene	score	strand	length	DESCRIPTION	is_TF	is_SM_gene	SM_cluster	hasPeak.An_kdmB_20h_HA_1	peakId.An_kdmB_20h_HA_1	peakDist.An_kdmB_20h_HA_1	summitDist.An_kdmB_20h_HA_1	peakType.An_kdmB_20h_HA_1	enrichment.An_kdmB_20h_HA_1	peakCoverage.An_kdmB_20h_HA_1	pval.An_kdmB_20h_HA_1	tesPeakType.An_kdmB_20h_HA_1	tesEnrichment.An_kdmB_20h_HA_1	tesPval.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	peakId.An_sntB_20h_HA_1	peakDist.An_sntB_20h_HA_1	summitDist.An_sntB_20h_HA_1	peakType.An_sntB_20h_HA_1	enrichment.An_sntB_20h_HA_1	peakCoverage.An_sntB_20h_HA_1	pval.An_sntB_20h_HA_1	tesPeakType.An_sntB_20h_HA_1	tesEnrichment.An_sntB_20h_HA_1	tesPval.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	peakId.An_ecoA_20h_HA_1	peakDist.An_ecoA_20h_HA_1	summitDist.An_ecoA_20h_HA_1	peakType.An_ecoA_20h_HA_1	enrichment.An_ecoA_20h_HA_1	peakCoverage.An_ecoA_20h_HA_1	pval.An_ecoA_20h_HA_1	tesPeakType.An_ecoA_20h_HA_1	tesEnrichment.An_ecoA_20h_HA_1	tesPval.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	peakId.An_rpdA_20h_HA_1	peakDist.An_rpdA_20h_HA_1	summitDist.An_rpdA_20h_HA_1	peakType.An_rpdA_20h_HA_1	enrichment.An_rpdA_20h_HA_1	peakCoverage.An_rpdA_20h_HA_1	pval.An_rpdA_20h_HA_1	tesPeakType.An_rpdA_20h_HA_1	tesEnrichment.An_rpdA_20h_HA_1	tesPval.An_rpdA_20h_HA_1	An_untagged_20h_polII_1	is_expressed.An_untagged_20h_polII_1	group
ChrIII_A_nidulans_FGSC_A4	131750	134400	AN5057	.	+	2650	Putative phosphoprotein phosphatase; reduced growth on AVICEL medium and reduced eglA and eglB expression	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	7.76789999854565	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.69588998174667	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.75676201629639	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_18	0	-81	overlapStart	2.03495	15.8246763718719	7.85984	NA	NA	NA	10.7884	FALSE	01
ChrIII_A_nidulans_FGSC_A4	135942	136592	AN5056	.	-	650	Homologous to ccg-1 from N. crassa; transcript induced by light in in developmentally competent mycelia	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_16	-35	-166	upstream	3.51264	33.5788852717425	13.30254	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_12	-65	-207	upstream	2.96341	36.5849061906338	27.09747	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	16.2678079366684	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_19	-22	-193	upstream	2.89819	30.249023649151	25.66142	NA	NA	NA	1.5664	FALSE	13
ChrIII_A_nidulans_FGSC_A4	136962	137516	AN11456	.	+	554	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_16	-41	-204	upstream	3.51264	33.5788852717425	13.30254	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_12	0	-163	overlapStart	2.96341	36.5849061906338	27.09747	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	15.9027519407272	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_19	0	-177	overlapStart	2.89819	30.249023649151	25.66142	NA	NA	NA	0.5764	FALSE	13
ChrIII_A_nidulans_FGSC_A4	139263	140797	AN5055	.	-	1534	Has domain(s) with predicted aminopeptidase activity, metalloexopeptidase activity and role in cellular process, proteolysis	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_17	-44	-647	upstream	7.97498	58.4778066708897	62.45885	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_13	-24	-607	upstream	4.46612	36.6800835330219	72.65725	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_8	-241	-594	upstream	3.41577	34.5515946752776	13.5344	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_20	-1	-681	upstream	5.60963	44.2224945580325	95.44546	NA	NA	NA	4.0318	FALSE	15
ChrIII_A_nidulans_FGSC_A4	151295	152756	AN5051	.	-	1461	Has domain(s) with predicted zinc ion binding activity	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_19	-62	-678	upstream	6.52855	54.3806674936183	36.88522	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_14	-452	-739	upstream	3.50905	35.4924964476769	35.61551	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_9	-455	-775	upstream	2.6445	29.516864249522	6.30195	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_21	-27	-744	upstream	3.81528	32.7940255515473	42.515	NA	NA	NA	69.6189	TRUE	15
ChrIII_A_nidulans_FGSC_A4	154026	156260	AN5050	.	-	2234	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_20	0	-23	overlapStart	2.89193	19.79307513237	6.09704	pseudo_overlapEnd	6.52855	36.88522	TRUE	An_sntB_20h_HA_1_withCtrl_peak_15	0	2	overlapStart	2.5059	16.7971259289839	11.33333	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_11	-559	-814	upstream	2.95395	34.4377246969162	10.01447	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_22	0	63	overlapStart	2.39136	15.7674705280977	9.98791	pseudo_overlapEnd	3.81528	42.515	7.0179	FALSE	15
ChrIII_A_nidulans_FGSC_A4	159672	161442	AN5049	.	+	1770	Has domain(s) with predicted cation transmembrane transporter activity, role in cation transport, transmembrane transport and integral component of membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_22	0	11	overlapStart	3.79457	20.9920189119735	10.13768	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_17	0	62	overlapStart	2.04646	13.0946165354906	6.13013	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.0800199649334	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_25	0	-16	overlapStart	2.71327	15.3651891685463	13.46257	NA	NA	NA	7.2098	FALSE	13
ChrIII_A_nidulans_FGSC_A4	216105	218083	AN5035	.	+	1978	Has domain(s) with predicted solute:proton antiporter activity, role in cation transport, transmembrane transport and integral component of membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_23	-626	-999	upstream	4.7093	30.2685949969145	17.42076	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_18	-579	-874	upstream	3.76924	28.2619940255113	35.94125	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_12	-758	-956	upstream	2.56439	21.6203229614858	5.26705	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_26	-628	-939	upstream	2.98774	20.8587110219472	20.19849	NA	NA	NA	5.2214	FALSE	15
ChrIII_A_nidulans_FGSC_A4	223923	226056	AN5033	.	-	2133	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	7.6733700261116	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.86746002244949	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.31860598516464	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_27	-92	-201	upstream	2.61779	15.6561882411732	11.00358	NA	NA	NA	1.3654	FALSE	01
ChrIII_A_nidulans_FGSC_A4	237310	241562	AN5028	.	-	4252	Fatty acid oxygenase that plays a role in oxylipin biosynthesis; responsible for the formation of the psi-factor component psiB-beta; expression reduced after exposure to farnesol	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_24	-1080	-1261	upstream	3.51174	29.6065302935514	9.96739	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_19	-1197	-1332	upstream	1.87099	14.7301397557025	5.3064	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_13	-797	-1271	upstream	3.3419	22.7525451777437	8.70527	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_28	-567	-679	upstream	1.58967	15.2510036854107	3.44441	NA	NA	NA	4.2385	FALSE	15
ChrIII_A_nidulans_FGSC_A4	258919	261754	AN5021	.	-	2835	Ortholog(s) have role in conidium formation, regulation of growth rate	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	14.5685800495148	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_20	0	43	overlapStart	1.98082	14.4129028704494	6.52233	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	14.2642780284882	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_31	0	-33	overlapStart	1.9506	15.5882491042457	7.42454	NA	NA	NA	8.5458	FALSE	05
ChrIII_A_nidulans_FGSC_A4	261904	263514	AN5020	.	+	1610	Putative ADP ribosylation factor (Arf) family protein; required for normal endocytosis and polarized growth; the Spitzenkorper and actin patches appear disrupted in an arfB mutant	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	6.93219999074936	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_20	-132	-193	upstream	1.98082	14.4129028704494	6.52233	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.2743299717903	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_31	0	-117	overlapStart	1.9506	15.5882491042457	7.42454	NA	NA	NA	8.6194	FALSE	05
ChrIII_A_nidulans_FGSC_A4	271085	272441	AN5017	.	+	1356	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	1.85909004473686	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.57911999702454	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.26944400525093	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_32	-554	-696	upstream	2.40212	12.5567043500881	9.33628	NA	NA	NA	2.0727	FALSE	01
ChrIII_A_nidulans_FGSC_A4	278500	279522	AN5014	.	+	1022	Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_26	-267	-449	upstream	1.95829	32.1809244743765	3.8724	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	17.4462399616241	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	22.4652040710449	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_33	-17	-430	upstream	2.13677	31.9981637743465	13.6017	NA	NA	NA	28.4679	TRUE	09
ChrIII_A_nidulans_FGSC_A4	282846	284851	AN11778	.	-	2005	Putative exoinulinase	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_27	-71	-252	upstream	5.23908	41.1494517453852	23.74773	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_21	-8	-239	upstream	2.87474	24.9558764832743	22.35068	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_14	0	-109	overlapStart	2.75242	17.3254855011785	5.68569	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_34	-27	-238	upstream	3.43474	26.5315324291449	34.06801	NA	NA	NA	6.263	FALSE	15
ChrIII_A_nidulans_FGSC_A4	289109	292630	AN5011	.	-	3521	Ortholog(s) have role in GPI anchor biosynthetic process, fungal-type cell wall organization and cellular bud neck, cellular bud tip, integral component of plasma membrane localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	13.3903800413609	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_22	0	-21	overlapStart	1.87465	12.5950906384748	5.42553	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	15.4706740665436	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_35	0	-79	overlapStart	2.91115	17.982000019698	17.51724	NA	NA	NA	13.3635	FALSE	05
ChrIII_A_nidulans_FGSC_A4	292821	294241	AN5010	.	+	1420	Ortholog(s) have role in cellular response to starvation, filamentous growth of a population of unicellular organisms in response to biotic stimulus, filamentous growth of a population of unicellular organisms in response to starvation	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	6.64039002752304	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_22	0	-170	overlapStart	1.87465	12.5950906384748	5.42553	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.97208797192574	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_35	0	-112	overlapStart	2.91115	17.982000019698	17.51724	NA	NA	NA	5.9178	FALSE	05
ChrIII_A_nidulans_FGSC_A4	294010	294889	AN11776	.	-	879	Ortholog(s) have mitochondrial inner membrane, mitochondrial large ribosomal subunit localization	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_28	0	-118	overlapStart	11.77219	55.8973250899996	93.22246	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_23	0	-126	overlapStart	5.03137	33.8242661237717	67.19191	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_15	0	-150	overlapStart	4.26788	33.9948980171043	16.33462	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_36	0	-126	overlapStart	6.12749	39.9433139892946	96.78913	NA	NA	NA	11.0896	FALSE	15
ChrIII_A_nidulans_FGSC_A4	295545	299096	AN5009	.	+	3551	Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_28	0	-538	overlapStart	11.77219	55.8973250899996	93.22246	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_23	0	-530	overlapStart	5.03137	33.8242661237717	67.19191	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_15	-157	-506	upstream	4.26788	33.9948980171043	16.33462	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_36	0	-530	overlapStart	6.12749	39.9433139892946	96.78913	NA	NA	NA	8.2153	FALSE	15
ChrIII_A_nidulans_FGSC_A4	299080	299706	AN5008	.	-	626	Ortholog(s) have role in cellular copper ion homeostasis, mitochondrial respiratory chain complex IV assembly and mitochondrial intermembrane space localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	12.2162900543213	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_24	-1	-55	upstream	2.21877	13.0710339077448	7.51608	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.20948201560974	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.81488001251221	NA	NA	NA	NA	4.2329	FALSE	04
ChrIII_A_nidulans_FGSC_A4	299911	301019	AN11775	.	+	1108	Ortholog(s) have role in Golgi to endosome transport, Golgi to plasma membrane protein transport, protein localization to Golgi apparatus, vesicle organization and integral component of Golgi membrane, trans-Golgi network localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	11.5477300386429	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_24	0	-150	overlapStart	2.21877	13.0710339077448	7.51608	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.50751601696014	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.88616000175476	NA	NA	NA	NA	6.4426	FALSE	04
