chr	start	end	gene	score	strand	length	DESCRIPTION	is_TF	is_SM_gene	SM_cluster	An_untagged_20h_polII_1	is_expressed.An_untagged_20h_polII_1	An_untagged_48h_polII_1	is_expressed.An_untagged_48h_polII_1	An_kdmB_del_20h_polII_1	is_expressed.An_kdmB_del_20h_polII_1	An_kdmB_del_48h_polII_1	is_expressed.An_kdmB_del_48h_polII_1	untagged_48h_vs_untagged_20h_polII	kdmB_del_48h_vs_kdmB_del_20h_polII	kdmB_del_20h_vs_untagged_20h_polII	kdmB_del_48h_vs_untagged_48h_polII	hasPeak.An_ecoA_20h_HA_1	peakId.An_ecoA_20h_HA_1	peakDist.An_ecoA_20h_HA_1	summitDist.An_ecoA_20h_HA_1	peakType.An_ecoA_20h_HA_1	enrichment.An_ecoA_20h_HA_1	peakCoverage.An_ecoA_20h_HA_1	pval.An_ecoA_20h_HA_1	tesPeakType.An_ecoA_20h_HA_1	tesEnrichment.An_ecoA_20h_HA_1	tesPval.An_ecoA_20h_HA_1	hasPeak.An_ecoA_48h_HA_1	peakId.An_ecoA_48h_HA_1	peakDist.An_ecoA_48h_HA_1	summitDist.An_ecoA_48h_HA_1	peakType.An_ecoA_48h_HA_1	enrichment.An_ecoA_48h_HA_1	peakCoverage.An_ecoA_48h_HA_1	pval.An_ecoA_48h_HA_1	tesPeakType.An_ecoA_48h_HA_1	tesEnrichment.An_ecoA_48h_HA_1	tesPval.An_ecoA_48h_HA_1	group
ChrIII_A_nidulans_FGSC_A4	28510	29309	AN5086	.	-	799	Conidium-specific RNA of unknown function; member of the SpoC1 gene cluster	FALSE	FALSE	NA	0.5965	FALSE	4.0625	FALSE	2.432	FALSE	1.1716	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	3.46660599148273	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.94414997625351	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	29489	30992	AN10628	.	-	1503	Conidium-specific RNA of unknown function; member of the SpoC1 gene cluster	FALSE	FALSE	NA	1.085	FALSE	2.3979	FALSE	1.8534	FALSE	1.3314	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.93681203246117	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.67815995788574	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	31166	32699	AN10629	.	-	1533	Has domain(s) with predicted role in lipid metabolic process	FALSE	FALSE	NA	0.8563	FALSE	1.8034	FALSE	1.8883	FALSE	2.1895	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	2.90903999960423	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.90525998210907	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	35508	37465	AN10626	.	-	1957	Ortholog(s) have intracellular localization	FALSE	FALSE	NA	0.9765	FALSE	3.4603	FALSE	1.5369	FALSE	1.0001	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.83556597554684	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.46335000514984	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	37831	38659	AN10631	.	-	828	Protein of unknown function	FALSE	FALSE	NA	0.7456	FALSE	2.4567	FALSE	2.5126	FALSE	1.7173	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.44198998117447	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.67516001605988	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	39074	42183	AN5083	.	+	3109	Has domain(s) with predicted proton transmembrane transporter activity, role in ATP hydrolysis coupled proton transport and proton-transporting V-type ATPase, V0 domain, vacuolar proton-transporting V-type ATPase, V0 domain localization	FALSE	FALSE	NA	1.1203	FALSE	2.6192	FALSE	2.0293	FALSE	1.4136	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.53753198003769	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.66867001438141	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	42803	44554	AN5082	.	-	1751	Has domain(s) with predicted GTP binding, GTPase activity, structural constituent of cytoskeleton activity, role in microtubule-based process, protein polymerization and microtubule localization	FALSE	FALSE	NA	3.6387	FALSE	4.3665	FALSE	4.7807	FALSE	3.1705	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	6.70647793579102	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.76311995029449	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	47150	48303	AN5081	.	-	1153	Protein of unknown function	FALSE	FALSE	NA	0.8469	FALSE	2.082	FALSE	1.8975	FALSE	1.8482	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	8.09968004274368	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.30468997955322	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	49562	51565	AN12281	.	-	2003	Protein of unknown function	FALSE	FALSE	NA	5.5278	FALSE	4.6393	FALSE	3.3894	FALSE	3.0534	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	7.44086794281006	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.00978993320465	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	49607	51566	AN10625	.	+	1959	Has domain(s) with predicted RNA-DNA hybrid ribonuclease activity, nucleic acid binding activity	FALSE	FALSE	NA	5.4368	FALSE	4.5755	FALSE	3.2982	FALSE	3.0515	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_2	-255	-366	upstream	3.48757	28.5748462210168	10.11972	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.99754998779297	NA	NA	NA	NA	3
ChrIII_A_nidulans_FGSC_A4	51865	53538	AN10627	.	+	1673	Has domain(s) with predicted GTP binding, GTPase activity, structural constituent of cytoskeleton activity, role in microtubule-based process, protein polymerization and microtubule localization	FALSE	FALSE	NA	4.1613	FALSE	4.7785	FALSE	6.0343	FALSE	5.1738	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	6.66369795513153	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.34195997047424	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	54587	55197	AN5079	.	+	610	Protein of unknown function	FALSE	FALSE	NA	15.509	TRUE	3.8974	FALSE	16.1741	TRUE	22.1292	TRUE	-1.75316479498173	0.429480869127601	0.0569817628213256	2.23962742693066	FALSE	NA	NA	NA	NA	NA	11.8743019638062	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.73013001728058	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	55480	56772	AN5078	.	-	1292	Has domain(s) with predicted protein dimerization activity	TRUE	FALSE	NA	6.1974	FALSE	6.9329	FALSE	5.1702	FALSE	5.5716	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	6.34284795379639	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.5754499502182	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	57863	59084	AN12280	.	-	1221	Has domain(s) with predicted DNA binding, chromatin binding activity	FALSE	FALSE	NA	15.1961	TRUE	10.0035	FALSE	10.3354	FALSE	7.7002	FALSE	-0.557683965756261	0	-0.514811154481905	0	FALSE	NA	NA	NA	NA	NA	3.5165160048008	NA	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_3	-1094	-1184	upstream	2.38119	15.1968814358853	7.9059	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	60182	64500	AN12279	.	-	4318	Putative chitinase; glycoside hydrolase family 18 (GH18) protein with a predicted role in chitin hydrolysis	FALSE	FALSE	NA	5.2162	FALSE	3.5326	FALSE	4.2826	FALSE	1.8379	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_3	-18	-312	upstream	8.2057	67.5670617946908	57.37417	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_4	-124	-329	upstream	6.08713	65.5428914349489	81.26041	overlapEnd	2.38119	7.9059	4
ChrIII_A_nidulans_FGSC_A4	65192	67344	AN5076	.	+	2152	Has domain(s) with predicted role in cell wall macromolecule catabolic process	FALSE	FALSE	NA	10.6276	FALSE	3.345	FALSE	5.3391	FALSE	2.1947	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_3	-192	-380	upstream	8.2057	67.5670617946908	57.37417	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_4	-174	-363	upstream	6.08713	65.5428914349489	81.26041	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	67435	71552	AN5075	.	-	4117	Protein of unknown function	FALSE	FALSE	NA	1.3984	FALSE	2.281	FALSE	1.8067	FALSE	1.2264	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_4	-281	-444	upstream	2.25667	20.5396814699526	3.92557	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.92187999153137	NA	NA	NA	NA	3
ChrIII_A_nidulans_FGSC_A4	74337	75165	AN5074	.	-	828	Protein of unknown function	FALSE	FALSE	NA	1.6666	FALSE	2.2711	FALSE	1.1806	FALSE	1.1553	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.16819797062874	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.3183600063324	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	75971	76924	AN5073	.	-	953	Ortholog of Aspergillus flavus NRRL 3357 : AFL2T_04930, Neosartorya fischeri NRRL 181 : NFIA_032530 and Aspergillus sydowii : Aspsy1_0159547	FALSE	FALSE	NA	0.9207	FALSE	2.0878	FALSE	1.522	FALSE	0.9759	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	3.18425800025463	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.48223002338409	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	77879	78363	AN5072	.	+	484	Protein of unknown function	FALSE	FALSE	NA	2.017	FALSE	1.2145	FALSE	2.0757	FALSE	0.9014	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	5.92645596694946	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.61728996920586	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	78670	80283	AN5071	.	-	1613	Protein of unknown function	FALSE	FALSE	NA	1.2634	FALSE	1.9991	FALSE	1.3079	FALSE	1.2045	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	1.85950396132469	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	2.91990994787216	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	81391	83826	AN5070	.	-	2435	Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	TRUE	FALSE	NA	1.7228	FALSE	2.7677	FALSE	1.5998	FALSE	1.1626	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	13.7095639572144	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.20743996763229	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	88537	90199	AN5069	.	-	1662	Ortholog of A. nidulans FGSC A4 : AN2683, A. fumigatus Af293 : Afu5g02860, Afu5g14320, A. niger CBS 513.88 : An09g04830, An14g05730 and A. oryzae RIB40 : AO090102000482, AO090001000197	FALSE	FALSE	NA	1.6502	FALSE	3.0846	FALSE	1.7274	FALSE	0.9354	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_5	-394	-680	upstream	2.49361	22.02441681585	4.61823	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.54074000406265	NA	NA	NA	NA	3
ChrIII_A_nidulans_FGSC_A4	91202	93366	AN5068	.	-	2164	Has domain(s) with predicted arylformamidase activity and role in tryptophan catabolic process to kynurenine	FALSE	FALSE	NA	3.6532	FALSE	5.4567	FALSE	3.0907	FALSE	1.674	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_6	-139	-335	upstream	4.12167	26.0534734827048	13.13358	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_5	-255	-413	upstream	3.28533	18.5238652417534	15.2641	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	94635	97094	AN5067	.	+	2459	Putative transporter of the major facilitator superfamily (MFS); expression reduced after exposure to farnesol	FALSE	FALSE	NA	6.4789	FALSE	7.1402	FALSE	5.0745	FALSE	4.2247	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_6	0	-934	overlapStart	4.12167	26.0534734827048	13.13358	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_6	0	-110	overlapStart	3.94608	27.894871411538	28.41867	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	98288	99921	AN5066	.	-	1633	Protein of unknown function	FALSE	FALSE	NA	0.8749	FALSE	2.6519	FALSE	2.1144	FALSE	1.1518	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	5.03520600414276	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.08461998271942	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	100672	101167	AN5065	.	-	495	Predicted gypsy transposon-related ORF	FALSE	FALSE	NA	1.4657	FALSE	1.7927	FALSE	1.4362	FALSE	0.6845	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	2.93185600078106	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.04327000379562	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	113393	114041	AN5063	.	+	648	Ortholog of A. niger CBS 513.88 : An09g03770, Neosartorya fischeri NRRL 181 : NFIA_074500, Aspergillus sydowii : Aspsy1_0038892 and Aspergillus terreus NIH2624 : ATET_07074	FALSE	FALSE	NA	1.1191	FALSE	2.9927	FALSE	1.3792	FALSE	1.0833	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	1.05809197664261	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	1.12748999083042	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	114481	116143	AN5062	.	+	1662	Protein of unknown function	FALSE	FALSE	NA	0.6999	FALSE	1.8566	FALSE	1.4455	FALSE	1.2136	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.28227798104286	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.68690997934341	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	116728	119739	AN5061	.	-	3011	Putative xyloglucanase	FALSE	FALSE	NA	0.9456	FALSE	1.7172	FALSE	1.1288	FALSE	0.8016	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	2.77214398252964	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	2.79719001197815	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	121917	122446	AN11457	.	-	529	Protein of unknown function	FALSE	FALSE	NA	0.5364	FALSE	2.7004	FALSE	1.5498	FALSE	0.8371	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	6.56958202171326	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	4.20964999294281	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	123150	124243	AN5060	.	-	1093	Has domain(s) with predicted arylformamidase activity and role in tryptophan catabolic process to kynurenine	FALSE	FALSE	NA	2.3159	FALSE	2.3352	FALSE	0.8676	FALSE	0.9695	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	5.57708597779274	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.59378999614716	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	125570	127028	AN5059	.	-	1458	Protein of unknown function	FALSE	FALSE	NA	1.1377	FALSE	2.1544	FALSE	1.2359	FALSE	0.965	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.48904798805714	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.35474000358582	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	128672	129743	AN12398	.	+	1071	Ortholog of A. nidulans FGSC A4 : AN6460, A. oryzae RIB40 : AO090023000067, AO090010000683, Aspergillus wentii : Aspwe1_0075588 and Aspergillus versicolor : Aspve1_0086685	FALSE	FALSE	NA	2.7612	FALSE	4.2711	FALSE	2.4306	FALSE	2.4466	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	5.70970401775837	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.58621999073029	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	130560	130893	AN12397	.	+	333	Protein of unknown function	FALSE	FALSE	NA	1.6449	FALSE	3.192	FALSE	2.117	FALSE	1.766	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	1.97501000106335	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.2644699678421	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	131750	134400	AN5057	.	+	2650	Putative phosphoprotein phosphatase; reduced growth on AVICEL medium and reduced eglA and eglB expression	FALSE	FALSE	NA	10.7884	FALSE	8.0521	FALSE	7.0085	FALSE	5.6438	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	5.75676201629639	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.62269992613792	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	135942	136592	AN5056	.	-	650	Homologous to ccg-1 from N. crassa; transcript induced by light in in developmentally competent mycelia	FALSE	FALSE	NA	1.5664	FALSE	3.6081	FALSE	2.7507	FALSE	39.7999	TRUE	0	3.44333383751155	0	3.1463216861359	FALSE	NA	NA	NA	NA	NA	16.2678079366684	NA	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_8	-45	-188	upstream	1.81929	14.0909810120205	3.91505	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	136962	137516	AN11456	.	+	554	Protein of unknown function	FALSE	FALSE	NA	0.5764	FALSE	1.2688	FALSE	2.6427	FALSE	2.9199	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	15.9027519407272	NA	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_8	-62	-182	upstream	1.81929	14.0909810120205	3.91505	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	139263	140797	AN5055	.	-	1534	Has domain(s) with predicted aminopeptidase activity, metalloexopeptidase activity and role in cellular process, proteolysis	FALSE	FALSE	NA	4.0318	FALSE	4.6443	FALSE	2.7853	FALSE	1.8243	FALSE	0	0	0	0	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_8	-241	-594	upstream	3.41577	34.5515946752776	13.5344	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_9	-356	-636	upstream	4.68454	41.1629676859866	48.41861	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	142197	142590	AN12396	.	-	393	Has domain(s) with predicted catalytic activity	FALSE	FALSE	NA	1.5171	FALSE	1.8802	FALSE	2.0291	FALSE	1.0366	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	4.20955200278759	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	2.91931998205185	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	142756	143797	AN5054	.	+	1041	Protein of unknown function	FALSE	FALSE	NA	1.1709	FALSE	2.3041	FALSE	1.3754	FALSE	1.0145	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	6.21735995769501	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	2.71753999185562	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	145491	146544	AN5053	.	+	1053	Has domain(s) with predicted N-acetyltransferase activity	FALSE	FALSE	NA	0.9077	FALSE	1.452	FALSE	1.5303	FALSE	1.0963	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	5.16069397783279	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.41786996173859	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	149463	152302	AN5052	.	+	2839	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	TRUE	FALSE	NA	12.5141	FALSE	7.9007	FALSE	6.8281	FALSE	4.4111	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	8.06830803251266	NA	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_10	0	303	inside	2.55619	18.1756513887586	10.09122	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	151295	152756	AN5051	.	-	1461	Has domain(s) with predicted zinc ion binding activity	FALSE	FALSE	NA	69.6189	TRUE	25.8414	TRUE	28.1933	TRUE	12.7579	FALSE	-1.3955944271122	-1.08537702729233	-1.2744170472569	-0.964199647437026	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_9	-455	-775	upstream	2.6445	29.516864249522	6.30195	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_11	-469	-622	upstream	2.88918	26.0585552209118	18.67105	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	154026	156260	AN5050	.	-	2234	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	FALSE	FALSE	NA	7.0179	FALSE	24.2598	TRUE	7.7356	FALSE	6.1791	FALSE	1.65554688703085	0	0	-1.81496831770183	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_11	-559	-814	upstream	2.95395	34.4377246969162	10.01447	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_12	0	-65	overlapStart	2.8487	17.6972852123783	12.49436	pseudo_overlapEnd	2.88918	18.67105	4
